Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Chikungunya,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_Arbovirus,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy,preset_User Generated CRF_Encephalitis
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_oralvol,text,Volume de réhydratation orale (mL/24 heures),,,,,,[treat_fluid_oral] = '1',,Il s'agit de liquides entéraux/oraux destinés à la réhydratation.,"Si « Oui », enregistrez la quantité de liquides entéraux/oraux administrés à des fins de réhydratation entre 00 h 00 et 24 h 00 le jour de l'évaluation, en millilitres (mL).",SNOMED,"243222002, Oral rehydration therapy (procedure)","C0029168, Oral Rehydration Therapy",,,,,1.0,1.0,,,,1.0,,,,,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_parent,radio,Liquides intraveineux (parentéraux),"1, Oui | 0, Non | 99, Inconnu",,,,,[treat_dailydata]='1',,"Il s'agit de liquides intraveineux qui comprennent des solutions cristalloïdes, de l'albumine, de la gélatine, des amidons ou d'autres solutions.",Indiquez « Oui » si le patient a reçu des liquides intraveineux entre 00 h 00 et 24 h 00 le jour de l'évaluation.,SNOMED,"118431008, Fluid for intravenous administration (substance)","C2735346, Intravenous fluids administered",,,,,1.0,1.0,,,,1.0,,,,,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_parent_type,multi_list,Type de liquide intraveineux,,,,,drugs_IVfluids,[treat_fluid_parent] = '1',,"Il s'agit du type de liquide parentéral ou intraveineux (IV) prescrit en remplacement des liquides, des électrolytes, des calories, des vitamines et d'autres substances nutritives. Les liquides intraveineux peuvent être des cristalloïdes (comprenant généralement du chlorure de sodium à 0,9 % (solution saline normale), du Ringer lactate (USP), du chlorure de sodium à 0,45 % (solution saline demi-normale), du chlorure de sodium à 0,45 % + 4 % de glucose (solution saline demi-normale avec dextrose), du chlorure de sodium à 0,18 %-0, 3 % de chlorure de sodium + 4 % de glucose (solution saline hypotonique avec dextrose), 5 % de glucose (dextrose à 5 % dans l'eau), acétate de Ringer ou Plasmalyte) ou des colloïdes (généralement des gélatines, des amidons ou de l'albumine). ",Sélectionnez l'option la plus appropriée correspondant au type de liquide(s) intraveineux ou parentéral(aux) administré(s).,SNOMED,"118431008, Fluid for intravenous administration (substance)","C2735346, Intravenous fluids administered",,,,,1.0,1.0,,,,1.0,,,,,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_cryst,number,Volume de cristalloïdes (mL/24 heures),,number,0.0,30000,,[treat_fluid_parent] = '1',,"Les liquides cristalloïdes sont des solutions aqueuses de sels minéraux et d'autres petites molécules hydrosolubles. Ils sont couramment utilisés pour la réanimation liquidienne en cas d'hypovolémie, d'hémorragie, de septicémie et de déshydratation. Les cristalloïdes courants comprennent le chlorure de sodium à 0,9 % (solution saline normale), le Ringer lactate (USP), le chlorure de sodium à 0,45 % (solution saline demi-normale), le chlorure de sodium à 0, 45 % de solution saline normale + 4 % de glucose (solution saline demi-normale avec dextrose), 0,18 %-0,3 % de chlorure de sodium + 4 % de glucose (solution saline hypotonique avec dextrose), 5 % de glucose (dextrose à 5 % dans l'eau), acétate de Ringer ou Plasmalyte.",Enregistrez le volume de liquides cristalloïdes que le patient a reçu entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).,,,"C0056562, crystalloid solutions",,,,,1.0,,,,,1.0,,,,,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_colloid,number,Volume de colloïdes (mL/24 heures),,number,0.0,10000,,[treat_fluid_parent] = '1',,"Les liquides colloïdaux sont des solutions qui contiennent de grosses molécules, telles que des protéines ou des polysaccharides, qui restent dans la circulation sanguine plus longtemps que les cristalloïdes. Ces liquides aident à maintenir ou à augmenter le volume intravasculaire en attirant l'eau dans les vaisseaux sanguins par pression oncotique. Les colloïdes courants comprennent les gélatines, les amidons ou l'albumine. ",Enregistrez le volume de liquides colloïdaux que le patient a reçu entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).,,,"C3267204, Colloid fluid replacement",,,,,1.0,,,,,1.0,,,,,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood,radio,Transfusion de sang/produits sanguins,"1, Oui | 0, Non | 99, Inconnu",,,,,[treat_dailydata]='1',,"Il s'agit d'une transfusion de sang (sang total ou globules rouges concentrés) ou d'autres produits sanguins à l'exclusion de l'immunoglobuline humaine normale (par exemple, albumine, granulocytes, plaquettes, plasma frais congelé (FFP), FP24, PF-24, cryoprécipité, concentré de protéine C, cryosurnatant ou un facteur de coagulation non recombinant spécifique) à tout moment de la date d'évaluation. ","Indiquez « Oui » si le patient a reçu des produits sanguins ou une transfusion de produits sanguins à tout moment entre 00 h 00 et 24 h 00 le jour de l'évaluation. Si « Oui », sélectionnez le ou les produits ci-dessous.",SNOMED,116859006. Transfusion of blood product (procedure),"C0005841, Blood Transfusion",,,1.0,,1.0,,,,,1.0,,,,1.0,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_type,checkbox,Sélectionnez tous les produits sanguins qui ont été administrés.,"1, Plaquettes | 2, Cryoprécipité | 3, Sang total | 4, Plasma frais congelé | 5, Concentré de fibrinogène | 6, Concentré de globules rouges (concentré de globules rouges)",,,,,[treat_blood] = '1',,"Il s'agit d'une transfusion de sang (sang total ou globules rouges concentrés) ou d'autres produits sanguins à l'exclusion des immunoglobulines humaines normales (par exemple, albumine, granulocytes, plaquettes, plasma frais congelé (FFP), FP24, PF-24, cryoprécipité, concentré de protéine C, cryosurnatant ou facteur de coagulation non recombinant spécifique) à tout moment de la date d'évaluation. Les plaquettes désignent le transfert de plaquettes sanguines d'un donneur à un receveur ou la réinjection au donneur. Le cryoprécipité désigne un produit sanguin congelé préparé à partir de plasma congelé qui contient du fibrinogène (facteur I), du facteur antihémophilique (facteur VIII), du facteur XIII, du facteur von Willebrand (vWF) et de la fibronectine. Le sang total désigne l'administration intraveineuse de sang total (sang contenant du plasma et des globules rouges) à un individu. Les globules rouges concentrés désignent les globules rouges provenant d'une unité de sang total après élimination de la majeure partie du plasma, laissant une unité avec un hématocrite d'environ 60 %. Le plasma frais congelé désigne le plasma qui est séparé du sang total et congelé rapidement après un don de sang afin d'être utilisé pour des transfusions sanguines. Le concentré de fibrinogène est un agent hémostatique utilisé pour le traitement des épisodes hémorragiques aigus chez les patients présentant un déficit congénital en fibrinogène, notamment l'afibrinogénémie et l'hypofibrinogénémie.",Sélectionnez la ou les options les plus appropriées correspondant au(x) produit(s) sanguin(s) administré(s).,SNOMED,"180208003, Intravenous blood transfusion of platelets (procedure) | 256401009, Cryoprecipitate (product) | 420135007, Whole blood (substance) | 346447007, Fresh frozen plasma (product) | 23295004, Coagulation factor I (substance) | 431069006, Packed red blood cells (product)","C0086818, Platelet Transfusion | C0443121, Cryoprecipitate (product) | C0370231, whole blood | C0016709, Fresh frozen plasma | C0016006, fibrinogen | C2316467, packed red blood cells",,,1.0,,1.0,,,,,1.0,,,,1.0,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_plate,text,Plaquettes (unités/24 heures),,,,,,[treat_blood_type(1)] = '1',,Les plaquettes désignent le transfert de plaquettes sanguines d'un donneur à un receveur ou la réinjection au donneur.,Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).,SNOMED,"180208003, Intravenous blood transfusion of platelets (procedure)","C0086818, Platelet Transfusion",,,,,1.0,,,,,1.0,,,,,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_cryo,text,Cryoprécipité (unités/24 heures),,,,,,[treat_blood_type(2)]='1',,"Le cryoprécipité est un produit sanguin congelé préparé à partir de plasma congelé contenant du fibrinogène (facteur I), du facteur antihémophilique (facteur VIII), du facteur XIII, du facteur von Willebrand (vWF) et de la fibronectine.",Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).,SNOMED,"256401009, Cryoprecipitate (product)","C0443121, Cryoprecipitate (product)",,,,,1.0,,,,,1.0,,,,,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_whole,text,Volume de sang total (unités/24 heures),,,,,,[treat_blood_type(3)]='1',,Le sang total désigne l'administration intraveineuse de sang total (sang contenant du plasma et des globules rouges) à un individu.,Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).,SNOMED,"420135007, Whole blood (substance)","C0370231, whole blood",,,1.0,,1.0,,,,,1.0,,,,1.0,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_plasma,text,Plasma frais congelé (unités/24 heures),,,,,,[treat_blood_type(4)]='1',,Le plasma frais congelé désigne le plasma qui est séparé du sang total et congelé rapidement après un don de sang afin d'être utilisé pour des transfusions sanguines.,Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).,SNOMED,"346447007, Fresh frozen plasma (product)","C0016709, Fresh frozen plasma",,,,,1.0,,,,,1.0,,,,,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_fibrin,text,Concentré de fibrinogène (unités/24 heures),,,,,,[treat_blood_type(5)]='1',,"Le concentré de fibrinogène est un agent hémostatique utilisé pour le traitement des épisodes hémorragiques aigus chez les patients présentant un déficit congénital en fibrinogène, notamment l'afibrinogénémie et l'hypofibrinogénémie.",Enregistrez le nombre d'unités que le patient a reçues entre 00 h 00 et 24 h 00 le jour de l'évaluation en millilitres (mL).,SNOMED,"23295004, Coagulation factor I (substance)","C0016006, fibrinogen",,,,,1.0,,,,,1.0,,,,,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_rcc,text,Concentré de globules rouges (unités/24 heures),,,,,,[treat_blood_type(6)]='1',,"Les concentrés de globules rouges désignent les globules rouges provenant d'une unité de sang total après élimination de la majeure partie du plasma, laissant une unité avec un hématocrite d'environ 60 %.",Enregistrez le nombre d'unités que le patient a reçues entre 00 h 00 et 24 h 00 le jour de l'évaluation en millilitres (mL).,SNOMED,"431069006, Packed red blood cells (product)","C2316467, packed red blood cells",,,1.0,,1.0,,,,,1.0,,,,1.0,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_intravenim,radio,Immunoglobulines intraveineuses,"1, Oui | 0, Non | 99, Inconnu",,,,,[treat_dailydata]='1',,"Il s'agit de préparations d'immunoglobulines, contenant principalement de l'immunoglobuline G (IgG), qui sont utilisées en perfusion intraveineuse. Exemples : Octagam®, Intragam P®, KIOVIG®, Flebogamma 5 % DIF®, Carimune NF®, Gamunex®, Gammagard S/D®, Gammagard Liquid®, Gammaked® et Privigen®.",Indiquez « Oui » si le patient a reçu des immunoglobulines par voie intraveineuse entre 00 h 00 et 24 h 00 le jour de l'évaluation.,SNOMED,,"C0085297, immunoglobulins, intravenous",,,,,1.0,,,,1.0,1.0,,,,,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_plasmapher,radio,Plasmaphérèse / échange plasmatique,"1, Oui | 0, Non | 99, Inconnu",,,,,[treat_dailydata]='1',,"La plasmaphérèse (échange plasmatique) désigne la séparation extracorporelle des composants sanguins, qui aboutit à un produit filtré. Les méthodes comprennent la centrifugation à flux discontinu, la centrifugation à flux continu et la filtration plasmatique.",Indiquez « Oui » si le patient a subi une plasmaphérèse entre 00 h 00 et 24 h 00 le jour de l'évaluation.,SNOMED,"20720000, Plasmapheresis (procedure)","C32134, Plasmapheresis",,,,,1.0,,,,,1.0,,,,,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_antibiotic,radio,Antibiotiques,"1, Oui | 0, Non | 99, Inconnu",,,,,[treat_dailydata]='1',,Les antibiotiques désignent tout agent qui cible sélectivement les bactéries. Les préparations topiques ne doivent pas être enregistrées.,Indiquez « Oui » si le patient a reçu des antibiotiques entre 00 h 00 et 24 h 00 le jour de l'évaluation.,SNOMED,"281789004, Antibiotic therapy (procedure)","C279516, Antibacterial",,,,,,1.0,,,,1.0,,,,,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_steroids,radio,Corticostéroïdes,"1, Oui | 0, Non | 99, Inconnu",,,,,[treat_dailydata]='1',,"Les corticostéroïdes (communément appelés « stéroïdes ») désignent tous les types de corticostéroïdes thérapeutiques, produits dans le cortex surrénal (la partie externe de la glande surrénale). Ils sont également fabriqués en laboratoire. Exemples : prednisolone, prednisone, méthylprednisolone, dexaméthasone, hydrocortisone, fluticasone, bétaméthasone. Les préparations topiques ne sont pas incluses, mais les préparations inhalées le sont.",Indiquez « Oui » si le patient a reçu des « stéroïdes » entre 00 h 00 et 24 h 00 le jour de l'évaluation.,SNOMED,"1290388005, Systemic corticosteroid therapy (procedure)","CL55461, Therapeutic corticosteroid",,,,,,,,,,1.0,,,,,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_other,radio,Autre(s) intervention(s) ou procédure(s),"1, Oui | 0, Non | 99, Inconnu",,,,,[treat_dailydata]='1',,Il s'agit de toute autre intervention ou procédure thérapeutique spécifique non caractérisée autrement que vous jugez pertinente.,Indiquez « Oui » si d'autres interventions ou procédures ont été utilisées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,SNOMED,"1290388005, Systemic corticosteroid therapy (procedure)","CL55461, Therapeutic corticosteroid",,,,,1.0,1.0,,,,1.0,,,,,,,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_other_spec,text,Veuillez préciser les autres interventions ou procédures,,,,,,[treat_other] = '1',,Il s'agit de toute autre intervention ou procédure thérapeutique spécifique non caractérisée autrement que vous jugez pertinente.,"Si « Oui », veuillez préciser les interventions thérapeutiques ou procédures non caractérisées qui, selon vous, pourraient être pertinentes.",SNOMED,,"C184661, Interventional procedure",,,,,1.0,1.0,,,1.0,1.0,,,,,,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_o2supp,radio,Oxygène supplémentaire,"1, Oui | 0, Non | 99, Inconnu",,,,,,,"Il s'agit de toute méthode d'oxygénothérapie pouvant être administrée par canule nasale, masque ou ventilation non invasive ou invasive.",Indiquez « Oui » si le patient a reçu un supplément d'oxygène entre 00 h 00 et 24 h 00 le jour de l'évaluation.,SNOMED,"57485005, Oxygen therapy (procedure)","C428648, Inspired oxygen concentration",,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_nasalprongs,radio,Canules nasales,"1, Oui | 0, Non | 99, Inconnu",,,,,[treat_o2supp] = '1',,Il s'agit de canules nasales ou de canules nasales qui administrent de l'oxygène par deux petites canules ou canules insérées dans les narines.,Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer un supplément d'oxygène au patient entre 00 h 00 et 24 h 00 le jour de l'évaluation.,SNOMED,"261974006, Nasal prongs (physical object)","C44587, Nasal prongs",,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_facemask,radio,Masque facial,"1, Oui | 0, Non | 99, Inconnu",,,,,[treat_o2supp] = '1',,"Il s'agit d'un simple masque à oxygène qui est un dispositif placé sur le nez, la bouche ou la trachéotomie d'un patient afin d'administrer de l'oxygène dans les voies respiratoires.",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire au patient entre 00 h 00 et 24 h 00 le jour de l'évaluation.,SNOMED,"261352009, Face mask (physical object)","C1299377, Oxygen administration by mask",,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_hfno,radio,Oxygène nasal à haut débit,"1, Oui | 0, Non | 99, Inconnu",,,,,[treat_o2supp] = '1',,"Il s'agit d'une oxygénothérapie nasale à haut débit, qui est une assistance respiratoire non invasive qui administre de l'air réchauffé, humidifié et enrichi en oxygène aux patients à des débits supérieurs à ceux généralement fournis par les appareils à débit standard.",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire au patient entre 00 h 00 et 24 h 00 le jour de l'évaluation.,SNOMED,,"C4761117, High-flow nasal cannula oxygen therapy",,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_niv,radio,Ventilation non invasive,"1, Oui | 0, Non | 99, Inconnu",,,,,[treat_o2supp] = '1',,"Il s'agit d'une ventilation non invasive qui fournit une assistance respiratoire par les voies respiratoires supérieures du patient à l'aide d'un masque ou d'un dispositif similaire, sans qu'il soit nécessaire de procéder à une intubation trachéale. Les exemples incluent la pression positive continue (PPC) et la pression positive continue biphasique (BiPAP). ",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire au patient entre 00 h 00 et 24 h 00 le jour de l'évaluation.,SNOMED,,"C1997883, Noninvasive Ventilation",,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_niv_type,radio,Type de ventilation non invasive,"1, CPAP | 2, BIPAP | 99, Inconnu | 88, Autre",,,,,[treat_niv]='1',,Il s'agit du type d'assistance respiratoire non invasive ou de ventilation (VNI) utilisé. La pression positive continue (PPC) est une technique qui consiste à maintenir en permanence la pression des voies respiratoires au-dessus de la pression atmosphérique tout au long du cycle respiratoire afin de soutenir l'activité respiratoire spontanée. La pression positive continue biphasique (BPAP) utilise une variation cyclique du niveau de pression positive appliqué aux voies respiratoires afin de soutenir l'activité respiratoire spontanée.,Sélectionnez l'option la plus appropriée correspondant au type de VNI utilisé entre 00 h 00 et 24 h 00 le jour de l'évaluation.,SNOMED,,"C0199451, Continuous Positive Airway Pressure | C0419004, Dual pressure spontaneous ventilation support'",,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_niv_type_oth,text,Précisez le type de ventilation non invasive,,,,,,[treat_niv_type]='88',,Il s'agit du type d'assistance respiratoire non invasive ou de ventilation (VNI) utilisé.,"Si « Autre », précisez le type de ventilation non invasive utilisé.",,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_imv,radio,Ventilation invasive,"1, Oui | 0, Non | 99, Inconnu",,,,,[treat_o2supp] = '1',,"Il s'agit de la ventilation mécanique invasive (VMI), qui indique que le patient a subi une intubation trachéale afin d'assister ou de remplacer mécaniquement la respiration spontanée à l'aide d'un appareil motorisé qui insuffle de l'air oxygéné dans les poumons. L'intubation peut être orotrachéale, nasotrachéale, ou réalisée par cricothyrotomie ou trachéotomie.",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire au patient entre 00 h 00 et 24 h 00 le jour de l'évaluation.,SNOMED,"1258985005, Invasive mechanical ventilation (regime/therapy)","C1868981, Invasive mechanical ventilation",,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_ecmo,radio,ECLS / ECMO,"1, Oui | 0, Non | 99, Inconnu",,,,,[treat_o2supp] = '1',,"Il s'agit de l'oxygénation par membrane extracorporelle (ECMO), également appelée assistance vitale extracorporelle (ECLS), qui consiste à utiliser un système de maintien des fonctions vitales qui fait circuler le sang à travers un système d'oxygénation et qui peut comprendre une pompe, un oxygénateur à membrane et un échangeur de chaleur.",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire au patient entre 00 h 00 et 24 h 00 le jour de l'évaluation.,SNOMED,"233573008, Extracorporeal membrane oxygenation (procedure)","C15357, Extracorporeal Membrane Oxygenation",,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_ecmo_type,radio,Type d'ECLS / ECMO,"1, Veino-veineuse (VV) | 2, Veino-artérielle (VA) | 99, Inconnue",,,,,[treat_ecmo]='1',,"Il s'agit du type d'oxygénation par membrane extracorporelle (ECMO), également appelée assistance vitale extracorporelle (ECLS). L'ECMO/ECLS veino-veineuse (veine-veineuse) est utilisée pour assister les poumons et l'ECLS/ECMO veino-artérielle (veine-artérielle) est utilisée pour assister les poumons et le cœur.",Sélectionnez l'option la plus appropriée correspondant au type d'ECLS / ECMO utilisé entre 00h00 et 24h00 le jour de l'évaluation.,SNOMED,"786453001, Venovenous extracorporeal membrane oxygenation (procedure) | 786451004, Venoarterial extracorporeal membrane oxygenation (procedure)","C519299, Venovenous ECMO | C519297, Venoarterial ECMO",,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_prone,radio,Positionnement en décubitus ventral,"1, Oui | 0, Non | 99, Inconnue",,,,,,,"Il s'agit de la position couchée sur le ventre, qui consiste à placer le patient en position couchée sur le ventre afin de faciliter la ventilation. Cela inclut à la fois les patients sous ventilation invasive (intubés) et les patients non intubés ou ventilés de manière autonome.","Indiquez « Oui » pour tous les patients qui ont été placés en position ventrale afin de faciliter leur ventilation à tout moment pendant leur admission. Si « Oui », indiquez ci-dessous le type de ventilation utilisé pendant la position ventrale.",SNOMED,"431182000, Placing subject in prone position (procedure","CL147586, Prone ventilation",,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_prone_when,radio,Quand le positionnement en décubitus ventral a-t-il été effectué ?,"1, Pendant la ventilation invasive | 2, Pendant l'autoventilation | 99, Inconnu",,,,,[treat_prone] = '1',,Il s'agit du type de ventilation assistée lorsque le patient a été placé en position couchée sur le ventre. Il peut s'agir de patients sous ventilation invasive (intubés) ou de patients non intubés/ventilés de manière autonome. ,Précisez le type de ventilation assistée administrée lorsque le patient a été placé en position couchée.,SNOMED,"431182000, Placing subject in prone position (procedure","CL147586, Prone ventilation",,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_pao2yn,radio,Type d'échantillon PaO2,"1, Artérielle | 2, Capillaire | 3, Veineuse | 99, Inconnue | 0, Non effectuée",,,,,,,Il s'agit du type d'échantillon sanguin utilisé pour mesurer la pression partielle d'oxygène dans le sang (PaO2) à l'aide d'une analyse des gaz sanguins.,Sélectionnez le type d'échantillon sanguin utilisé pour mesurer la pression partielle d'oxygène.,SNOMED,"122552005, Arterial blood specimen (specimen) | 28520004, Venous blood specimen (specimen) | 122554006, Capillary blood specimen (specimen)","C444253, Arterial blood specimen | C444255, Venous blood specimen | C444254, Capillary blood specimen (specimen)",,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_pao2,number,PaO2 (sélectionnez les unités),,number,2.53,450,,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3',,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,
tous les jours,APPUI RESPIRATOIRE : Enregistrez toutes les interventions respiratoires effectuées entre minuit et minuit le jour de l'évaluation.,treat_pao2_units,radio,PaO2 (certaines unités),"1, mmHg | 2, kPa",units,,,,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3',,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_pao2_kpa,number,PaO2 (kPa),,number,2.53,60,,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3',,Il s'agit de la PaO2 la plus basse (en kPa) entre 00h00 et 24h00 le jour de l'évaluation.,Enregistrez la PaO2 la plus basse (en kPa) mesurée entre 00h00 et 24h00 le jour de l'évaluation.,SNOMED,"250546000, Measurement of partial pressure of oxygen in blood (procedure)","C1318112, Partial pressure of oxygen in blood",,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,
